Name,new_name
MONSANTO COMPANY 2005 5 1/2% 30/07/35 S - CMPB (~U$) - COMPOSITE PR BID,MONSANTO COMPANY BID
MONSANTO COMPANY 2005 5 1/2% 30/07/35 S - CMPA (~U$) - COMPOSITE PR ASK,MONSANTO COMPANY ASK
MONSANTO COMPANY 2005 5 1/2% 30/07/35 S - CMPB (~U$) - COMPOSITE PR BID,MONSANTO COMPANY BID
MONSANTO COMPANY 2005 5 1/2% 30/07/35 S - CMPA (~U$) - COMPOSITE PR ASK,MONSANTO COMPANY ASK
WALMART INCO. 2005 5 1/4% 01/09/35 S - CMPB (~U$) - COMPOSITE PR BID,WALMART INCO. BID
WALMART INCO. 2005 5 1/4% 01/09/35 S - CMPA (~U$) - COMPOSITE PR ASK,WALMART INCO. ASK
CATERPILLAR INCO 2005 5.3% 15/09/35 S - CMPB (~U$) - COMPOSITE PR BID,CATERPILLAR INCO BID
CATERPILLAR INCO 2005 5.3% 15/09/35 S - CMPA (~U$) - COMPOSITE PR ASK,CATERPILLAR INCO ASK
VERIZON COMMS INCO 2005 5.85% 15/09/35 S - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON COMMS INCO 2005 5.85% 15/09/35 S - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
FLA PWR& LT CO 2005 5.4% 01/09/35 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2005 5.4% 01/09/35 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
LOWE S COS.INCO. 2005 5 1/2% 15/10/35 S - CMPB (~U$) - COMPOSITE PR BID,LOWE S COS.INCO. BID
LOWE S COS.INCO. 2005 5 1/2% 15/10/35 S - CMPA (~U$) - COMPOSITE PR ASK,LOWE S COS.INCO. ASK
SKY GROUP FIN.LTD. 2005 6 1/2% 15/10/35 144A - CMPB (~U$) - COMPOSITE PR BID,SKY GROUP FIN.LTD. BID
SKY GROUP FIN.LTD. 2005 6 1/2% 15/10/35 144A - CMPA (~U$) - COMPOSITE PR ASK,SKY GROUP FIN.LTD. ASK
DUKE ENERGY INDIANA 2005 6.12% 15/10/35 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY INDIANA 2005 6.12% 15/10/35 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
COMCAST CORPORATION 2005 6 1/2% 15/11/35 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CORPORATION 2005 6 1/2% 15/11/35 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
GENERAL ELEC CO 2006 5.55% 05/01/26 A - CMPB (~U$) - COMPOSITE PR BID,GENERAL ELEC CO BID
GENERAL ELEC CO 2006 5.55% 05/01/26 A - CMPA (~U$) - COMPOSITE PR ASK,GENERAL ELEC CO ASK
FLA PWR& LT CO 2006 5.65% 01/02/37 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2006 5.65% 01/02/37 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
WYETH LLC 2006 6% 15/02/36 B - CMPB (~U$) - COMPOSITE PR BID,WYETH LLC BID
WYETH LLC 2006 6% 15/02/36 B - CMPA (~U$) - COMPOSITE PR ASK,WYETH LLC ASK
MONSANTO COMPANY 2006 5 1/2% 15/08/25 B - CMPB (~U$) - COMPOSITE PR BID,MONSANTO COMPANY BID
MONSANTO COMPANY 2006 5 1/2% 15/08/25 B - CMPA (~U$) - COMPOSITE PR ASK,MONSANTO COMPANY ASK
KINDER MORGAN FIN. 2006 6.4% 05/01/36 B - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN FIN. 2006 6.4% 05/01/36 B - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
COMCAST CORPORATION 2006 6.45% 15/03/37 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CORPORATION 2006 6.45% 15/03/37 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
UNITEDHEALTH GROUP 2006 5.8% 15/03/36 S - CMPB (~U$) - COMPOSITE PR BID,UNITEDHEALTH GROUP BID
UNITEDHEALTH GROUP 2006 5.8% 15/03/36 S - CMPA (~U$) - COMPOSITE PR ASK,UNITEDHEALTH GROUP ASK
COMMONWEALTH EDISON 2006 5.9% 15/03/36 103 - CMPB (~U$) - COMPOSITE PR BID,COMMONWEALTH EDISON BID
COMMONWEALTH EDISON 2006 5.9% 15/03/36 103 - CMPA (~U$) - COMPOSITE PR ASK,COMMONWEALTH EDISON ASK
COMMONWEALTH EDISON 2006 5.9% 15/03/36 103 (AM - CMPB (~U$) - COMPOSITE PR BID,COMMONWEALTH EDISON BID
COMMONWEALTH EDISON 2006 5.9% 15/03/36 103 (AM - CMPA (~U$) - COMPOSITE PR ASK,COMMONWEALTH EDISON ASK
DUKE EN.KEN.INCO. 2006 6.2% 10/03/36 144A - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE EN.KEN.INCO. 2006 6.2% 10/03/36 144A - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
HONEYWELL INTL 2006 5.7% 15/03/36 S - CMPB (~U$) - COMPOSITE PR BID,HONEYWELL INTL BID
HONEYWELL INTL 2006 5.7% 15/03/36 S - CMPA (~U$) - COMPOSITE PR ASK,HONEYWELL INTL ASK
XTO ENERGY INCO. 2006 6.1% 01/04/36 S - CMPB (~U$) - COMPOSITE PR BID,XTO ENERGY INCO. BID
XTO ENERGY INCO. 2006 6.1% 01/04/36 S - CMPA (~U$) - COMPOSITE PR ASK,XTO ENERGY INCO. ASK
AT&T INCORPORATED 2006 6.8% 15/05/36 S - CMPB (~U$) - COMPOSITE PR BID,AT&T BID
AT&T INCORPORATED 2006 6.8% 15/05/36 S - CMPA (~U$) - COMPOSITE PR ASK,AT&T ASK
RAYTHEON TECHS. 2006 6.05% 01/06/36 S - CMPB (~U$) - COMPOSITE PR BID,RAYTHEON TECHS. BID
RAYTHEON TECHS. 2006 6.05% 01/06/36 S - CMPA (~U$) - COMPOSITE PR ASK,RAYTHEON TECHS. ASK
AETNA INCORPORATED 2006 6 5/8% 15/06/36 S - CMPB (~U$) - COMPOSITE PR BID,AETNA INCORPORATED BID
AETNA INCORPORATED 2006 6 5/8% 15/06/36 S - CMPA (~U$) - COMPOSITE PR ASK,AETNA INCORPORATED ASK
CATERPILLAR INCO 2006 6.05% 15/08/36 S - CMPB (~U$) - COMPOSITE PR BID,CATERPILLAR INCO BID
CATERPILLAR INCO 2006 6.05% 15/08/36 S - CMPA (~U$) - COMPOSITE PR ASK,CATERPILLAR INCO ASK
KINDER MORGAN INCO. 2006 7.42% 15/02/37 B - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN INCO. 2006 7.42% 15/02/37 B - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
KINDER MORGAN INCO. 2006 6.95% 01/06/28 S - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN INCO. 2006 6.95% 01/06/28 S - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
KINDER MORGAN INCO. 2006 6.7% 15/02/27 P02/07 - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN INCO. 2006 6.7% 15/02/27 P02/07 - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
ANADARKO PTL CORP 2006 6.45% 15/09/36 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 2006 6.45% 15/09/36 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
PECO ENERGY CO. 2006 5.95% 01/10/36 S - CMPB (~U$) - COMPOSITE PR BID,PECO ENERGY CO. BID
PECO ENERGY CO. 2006 5.95% 01/10/36 S - CMPA (~U$) - COMPOSITE PR ASK,PECO ENERGY CO. ASK
GOODRICH CORP. 2006 6.8% 01/07/36 B - CMPB (~U$) - COMPOSITE PR BID,GOODRICH CORP. BID
GOODRICH CORP. 2006 6.8% 01/07/36 B - CMPA (~U$) - COMPOSITE PR ASK,GOODRICH CORP. ASK
LOWE S COS.INCO. 2006 5.8% 15/10/36 S - CMPB (~U$) - COMPOSITE PR BID,LOWE S COS.INCO. BID
LOWE S COS.INCO. 2006 5.8% 15/10/36 S - CMPA (~U$) - COMPOSITE PR ASK,LOWE S COS.INCO. ASK
BALTIMORE G&E.CO. 2006 6.35% 01/10/36 144A - CMPB (~U$) - COMPOSITE PR BID,BALTIMORE G&E.CO. BID
BALTIMORE G&E.CO. 2006 6.35% 01/10/36 144A - CMPA (~U$) - COMPOSITE PR ASK,BALTIMORE G&E.CO. ASK
BURLINGTON RES.LLC 2006 5.95% 15/10/36 S - CMPB (~U$) - COMPOSITE PR BID,BURLINGTON RES.LLC BID
BURLINGTON RES.LLC 2006 5.95% 15/10/36 S - CMPA (~U$) - COMPOSITE PR ASK,BURLINGTON RES.LLC ASK
WARNER MEDIA LLC 2006 6 1/2% 15/11/36 S - CMPB (~U$) - COMPOSITE PR BID,WARNER MEDIA LLC BID
WARNER MEDIA LLC 2006 6 1/2% 15/11/36 S - CMPA (~U$) - COMPOSITE PR ASK,WARNER MEDIA LLC ASK
MERCK & CO.INCO. 2006 5 3/4% 15/11/36 S - CMPB (~U$) - COMPOSITE PR BID,MERCK BID
MERCK & CO.INCO. 2006 5 3/4% 15/11/36 S - CMPA (~U$) - COMPOSITE PR ASK,MERCK ASK
BRISTOL-MR.SQUIBB 2006 5 7/8% 15/11/36 S - CMPB (~U$) - COMPOSITE PR BID,BRISTOL-MR.SQUIBB BID
BRISTOL-MR.SQUIBB 2006 5 7/8% 15/11/36 S - CMPA (~U$) - COMPOSITE PR ASK,BRISTOL-MR.SQUIBB ASK
LOCKHEED MARTIN 2006 6.15% 01/09/36 B - CMPB (~U$) - COMPOSITE PR BID,LOCKHEED MARTIN BID
LOCKHEED MARTIN 2006 6.15% 01/09/36 B - CMPA (~U$) - COMPOSITE PR ASK,LOCKHEED MARTIN ASK
THE HOME DEPOT 2006 5 7/8% 16/12/36 S - CMPB (~U$) - COMPOSITE PR BID,THE HOME DEPOT BID
THE HOME DEPOT 2006 5 7/8% 16/12/36 S - CMPA (~U$) - COMPOSITE PR ASK,THE HOME DEPOT ASK
FLA PWR& LT CO 2006 6.2% 01/06/36 B - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2006 6.2% 01/06/36 B - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
KINDER MORGAN EN. 2007 6 1/2% 01/02/37 S - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN EN. 2007 6 1/2% 01/02/37 S - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
THE P&G.CO. 2007 5.55% 05/03/37 S - CMPB (~U$) - COMPOSITE PR BID,P&G BID
THE P&G.CO. 2007 5.55% 05/03/37 S - CMPA (~U$) - COMPOSITE PR ASK,P&G ASK
GEORGIA POWER CO 2007 5.65% 01/03/37 2007A - CMPB (~U$) - COMPOSITE PR BID,GEORGIA POWER CO BID
GEORGIA POWER CO 2007 5.65% 01/03/37 2007A - CMPA (~U$) - COMPOSITE PR ASK,GEORGIA POWER CO ASK
ELI LILLY AND CO. 2007 5.55% 15/03/37 S - CMPB (~U$) - COMPOSITE PR BID,ELI LILLY AND CO. BID
ELI LILLY AND CO. 2007 5.55% 15/03/37 S - CMPA (~U$) - COMPOSITE PR ASK,ELI LILLY AND CO. ASK
ELI LILLY AND CO. 2007 5 1/2% 15/03/27 S - CMPB (~U$) - COMPOSITE PR BID,ELI LILLY AND CO. BID
ELI LILLY AND CO. 2007 5 1/2% 15/03/27 S - CMPA (~U$) - COMPOSITE PR ASK,ELI LILLY AND CO. ASK
HONEYWELL INTL 2007 5.7% 15/03/37 S - CMPB (~U$) - COMPOSITE PR BID,HONEYWELL INTL BID
HONEYWELL INTL 2007 5.7% 15/03/37 S - CMPA (~U$) - COMPOSITE PR ASK,HONEYWELL INTL ASK
PECO ENERGY CO. 2007 5.7% 15/03/37 S - CMPB (~U$) - COMPOSITE PR BID,PECO ENERGY CO. BID
PECO ENERGY CO. 2007 5.7% 15/03/37 S - CMPA (~U$) - COMPOSITE PR ASK,PECO ENERGY CO. ASK
WYETH LLC 2007 5.95% 01/04/37 S - CMPB (~U$) - COMPOSITE PR BID,WYETH LLC BID
WYETH LLC 2007 5.95% 01/04/37 S - CMPA (~U$) - COMPOSITE PR ASK,WYETH LLC ASK
3M COMPANY 2007 5.7% 15/03/37 D - CMPB (~U$) - COMPOSITE PR BID,3M COMPANY BID
3M COMPANY 2007 5.7% 15/03/37 D - CMPA (~U$) - COMPOSITE PR ASK,3M COMPANY ASK
VERIZON COMMS INCO 2007 6 1/4% 01/04/37 S - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON COMMS INCO 2007 6 1/4% 01/04/37 S - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
WALMART INCO. 2007 5 7/8% 05/04/27 S - CMPB (~U$) - COMPOSITE PR BID,WALMART INCO. BID
WALMART INCO. 2007 5 7/8% 05/04/27 S - CMPA (~U$) - COMPOSITE PR ASK,WALMART INCO. ASK
FLA PWR& LT CO 2007 5.85% 01/05/37 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2007 5.85% 01/05/37 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
UNION PACIFIC CORP. 2007 6.15% 01/05/37 S - CMPB (~U$) - COMPOSITE PR BID,UNION PACIFIC CORP. BID
UNION PACIFIC CORP. 2007 6.15% 01/05/37 S - CMPA (~U$) - COMPOSITE PR ASK,UNION PACIFIC CORP. ASK
GENERAL ELEC CO 2007 5.55% 04/05/20 A - CMPB (~U$) - COMPOSITE PR BID,GENERAL ELEC CO BID
GENERAL ELEC CO 2007 5.55% 04/05/20 A - CMPA (~U$) - COMPOSITE PR ASK,GENERAL ELEC CO ASK
POLAR TANKERS INCO. 2007 5.951% 10/05/37 144A - CMPB (~U$) - COMPOSITE PR BID,POLAR TANKERS INCO. BID
POLAR TANKERS INCO. 2007 5.951% 10/05/37 144A - CMPA (~U$) - COMPOSITE PR ASK,POLAR TANKERS INCO. ASK
CVS HEALTH CORP. 2007 6 1/4% 01/06/27 S - CMPB (~U$) - COMPOSITE PR BID,CVS HEALTH CORP. BID
CVS HEALTH CORP. 2007 6 1/4% 01/06/27 S - CMPA (~U$) - COMPOSITE PR ASK,CVS HEALTH CORP. ASK
DUKE ENERGY CRIS. 2007 6.1% 01/06/37 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY CRIS. 2007 6.1% 01/06/37 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
VALERO ENERGY CORP. 2007 6 5/8% 15/06/37 S - CMPB (~U$) - COMPOSITE PR BID,VALERO ENERGY CORP. BID
VALERO ENERGY CORP. 2007 6 5/8% 15/06/37 S - CMPA (~U$) - COMPOSITE PR ASK,VALERO ENERGY CORP. ASK
KINDER MORGAN EN. 2007 6.95% 15/01/38 S - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN EN. 2007 6.95% 15/01/38 S - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
XTO ENERGY INCO. 2007 6 3/4% 01/08/37 S - CMPB (~U$) - COMPOSITE PR BID,XTO ENERGY INCO. BID
XTO ENERGY INCO. 2007 6 3/4% 01/08/37 S - CMPA (~U$) - COMPOSITE PR ASK,XTO ENERGY INCO. ASK
BALTIMORE G&E.CO. 2007 6.35% 01/10/36 S - CMPB (~U$) - COMPOSITE PR BID,BALTIMORE G&E.CO. BID
BALTIMORE G&E.CO. 2007 6.35% 01/10/36 S - CMPA (~U$) - COMPOSITE PR ASK,BALTIMORE G&E.CO. ASK
GENERAL ELEC CO 2007 6.15% 07/08/37 SERIES - CMPB (~U$) - COMPOSITE PR BID,GENERAL ELEC CO BID
GENERAL ELEC CO 2007 6.15% 07/08/37 SERIES - CMPA (~U$) - COMPOSITE PR ASK,GENERAL ELEC CO ASK
MONDELEZ INTL INCO 2007 7% 11/08/37 S - CMPB (~U$) - COMPOSITE PR BID,MONDELEZ INTL INCO BID
MONDELEZ INTL INCO 2007 7% 11/08/37 S - CMPA (~U$) - COMPOSITE PR ASK,MONDELEZ INTL INCO ASK
JOHNSON & JOHNSON 2007 5.95% 15/08/37 S - CMPB (~U$) - COMPOSITE PR BID,JOHNSON & JOHNSON BID
JOHNSON & JOHNSON 2007 5.95% 15/08/37 S - CMPA (~U$) - COMPOSITE PR ASK,JOHNSON & JOHNSON ASK
COMCAST CORPORATION 2007 6.95% 15/08/37 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CORPORATION 2007 6.95% 15/08/37 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
WALMART INCO. 2007 6 1/2% 15/08/37 S - CMPB (~U$) - COMPOSITE PR BID,WALMART INCO. BID
WALMART INCO. 2007 6 1/2% 15/08/37 S - CMPA (~U$) - COMPOSITE PR ASK,WALMART INCO. ASK
AT&T INCORPORATED 2007 6 1/2% 01/09/37 S - CMPB (~U$) - COMPOSITE PR BID,AT&T BID
AT&T INCORPORATED 2007 6 1/2% 01/09/37 S - CMPA (~U$) - COMPOSITE PR ASK,AT&T ASK
LOWE S COS.INCO. 2007 6.65% 15/09/37 S - CMPB (~U$) - COMPOSITE PR BID,LOWE S COS.INCO. BID
LOWE S COS.INCO. 2007 6.65% 15/09/37 S - CMPA (~U$) - COMPOSITE PR ASK,LOWE S COS.INCO. ASK
MERCK & CO.INCO. 2007 6.55% 15/09/37 S - CMPB (~U$) - COMPOSITE PR BID,MERCK BID
MERCK & CO.INCO. 2007 6.55% 15/09/37 S - CMPA (~U$) - COMPOSITE PR ASK,MERCK ASK
DUKE EN.FLORIDA LLC 2007 6.35% 15/09/37 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE EN.FLORIDA LLC 2007 6.35% 15/09/37 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
TARGET CORPORATION 2007 6 1/2% 15/10/37 S - CMPB (~U$) - COMPOSITE PR BID,TARGET CORPORATION BID
TARGET CORPORATION 2007 6 1/2% 15/10/37 S - CMPA (~U$) - COMPOSITE PR ASK,TARGET CORPORATION ASK
MCDONALD S CORP. 2007 6.3% 15/10/37 I - CMPB (~U$) - COMPOSITE PR BID,MCDONALD S CORP. BID
MCDONALD S CORP. 2007 6.3% 15/10/37 I - CMPA (~U$) - COMPOSITE PR ASK,MCDONALD S CORP. ASK
TIME WARNER CABLE 2007 6.55% 01/05/37 B - CMPB (~U$) - COMPOSITE PR BID,TIME WARNER CABLE BID
TIME WARNER CABLE 2007 6.55% 01/05/37 B - CMPA (~U$) - COMPOSITE PR ASK,TIME WARNER CABLE ASK
ABBOTT LABORATORIES 2007 6.15% 30/11/37 S - CMPB (~U$) - COMPOSITE PR BID,ABBOTT LABORATORIES BID
ABBOTT LABORATORIES 2007 6.15% 30/11/37 S - CMPA (~U$) - COMPOSITE PR ASK,ABBOTT LABORATORIES ASK
POTOMAC ELPW.CO. 2007 6 1/2% 15/11/37 S - CMPB (~U$) - COMPOSITE PR BID,POTOMAC ELPW.CO. BID
POTOMAC ELPW.CO. 2007 6 1/2% 15/11/37 S - CMPA (~U$) - COMPOSITE PR ASK,POTOMAC ELPW.CO. ASK
AETNA INCORPORATED 2007 6 3/4% 15/12/37 S - CMPB (~U$) - COMPOSITE PR BID,AETNA INCORPORATED BID
AETNA INCORPORATED 2007 6 3/4% 15/12/37 S - CMPA (~U$) - COMPOSITE PR ASK,AETNA INCORPORATED ASK
AT&T INCORPORATED 2007 6.3% 15/01/38 S - CMPB (~U$) - COMPOSITE PR BID,AT&T BID
AT&T INCORPORATED 2007 6.3% 15/01/38 S - CMPA (~U$) - COMPOSITE PR ASK,AT&T ASK
MONDELEZ INTL INCO 2007 6 7/8% 01/02/38 S - CMPB (~U$) - COMPOSITE PR BID,MONDELEZ INTL INCO BID
MONDELEZ INTL INCO 2007 6 7/8% 01/02/38 S - CMPA (~U$) - COMPOSITE PR ASK,MONDELEZ INTL INCO ASK
DUKE ENERGY CRIS. 2008 6% 15/01/38 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY CRIS. 2008 6% 15/01/38 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
GENERAL ELEC CO 2008 5 7/8% 14/01/38 A - CMPB (~U$) - COMPOSITE PR BID,GENERAL ELEC CO BID
GENERAL ELEC CO 2008 5 7/8% 14/01/38 A - CMPA (~U$) - COMPOSITE PR ASK,GENERAL ELEC CO ASK
UNITED PARCEL SER 2008 6.2% 15/01/38 S - CMPB (~U$) - COMPOSITE PR BID,UNITED PARCEL SER BID
UNITED PARCEL SER 2008 6.2% 15/01/38 S - CMPA (~U$) - COMPOSITE PR ASK,UNITED PARCEL SER ASK
COMMONWEALTH EDISON 2008 6.45% 15/01/38 107 - CMPB (~U$) - COMPOSITE PR BID,COMMONWEALTH EDISON BID
COMMONWEALTH EDISON 2008 6.45% 15/01/38 107 - CMPA (~U$) - COMPOSITE PR ASK,COMMONWEALTH EDISON ASK
FLA PWR& LT CO 2008 5.95% 01/02/38 S - CMPB (~U$) - COMPOSITE PR BID,FLA PWR& LT CO BID
FLA PWR& LT CO 2008 5.95% 01/02/38 S - CMPA (~U$) - COMPOSITE PR ASK,FLA PWR& LT CO ASK
TARGET CORPORATION 2008 7% 15/01/38 S - CMPB (~U$) - COMPOSITE PR BID,TARGET CORPORATION BID
TARGET CORPORATION 2008 7% 15/01/38 S - CMPA (~U$) - COMPOSITE PR ASK,TARGET CORPORATION ASK
UNITEDHEALTH GROUP 2008 6 7/8% 15/02/38 S - CMPB (~U$) - COMPOSITE PR BID,UNITEDHEALTH GROUP BID
UNITEDHEALTH GROUP 2008 6 7/8% 15/02/38 S - CMPA (~U$) - COMPOSITE PR ASK,UNITEDHEALTH GROUP ASK
VERIZON COMMS INCO 2008 6.4% 15/02/38 S - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON COMMS INCO 2008 6.4% 15/02/38 S - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
UNITEDHEALTH GROUP 2008 6 5/8% 15/11/37 B - CMPB (~U$) - COMPOSITE PR BID,UNITEDHEALTH GROUP BID
UNITEDHEALTH GROUP 2008 6 5/8% 15/11/37 B - CMPA (~U$) - COMPOSITE PR ASK,UNITEDHEALTH GROUP ASK
UNITEDHEALTH GROUP 2008 6 1/2% 15/06/37 B - CMPB (~U$) - COMPOSITE PR BID,UNITEDHEALTH GROUP BID
UNITEDHEALTH GROUP 2008 6 1/2% 15/06/37 B - CMPA (~U$) - COMPOSITE PR ASK,UNITEDHEALTH GROUP ASK
AMGEN INCORPORATED 2008 6 3/8% 01/06/37 B - CMPB (~U$) - COMPOSITE PR BID,AMGEN INCORPORATED BID
AMGEN INCORPORATED 2008 6 3/8% 01/06/37 B - CMPA (~U$) - COMPOSITE PR ASK,AMGEN INCORPORATED ASK
MCDONALD S CORP. 2008 6.3% 01/03/38 I - CMPB (~U$) - COMPOSITE PR BID,MCDONALD S CORP. BID
MCDONALD S CORP. 2008 6.3% 01/03/38 I - CMPA (~U$) - COMPOSITE PR ASK,MCDONALD S CORP. ASK
DUKE ENERGY PRG.LLC 2008 6.3% 01/04/38 S - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY PRG.LLC 2008 6.3% 01/04/38 S - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
VERIZON COMMS INCO 2008 6.9% 15/04/38 S - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON COMMS INCO 2008 6.9% 15/04/38 S - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
ORACLE CORPORATION 2008 6 1/2% 15/04/38 S - CMPB (~U$) - COMPOSITE PR BID,ORACLE CORPORATION BID
ORACLE CORPORATION 2008 6 1/2% 15/04/38 S - CMPA (~U$) - COMPOSITE PR ASK,ORACLE CORPORATION ASK
DUKE ENERGY CRIS. 2008 6.05% 15/04/38 B - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY CRIS. 2008 6.05% 15/04/38 B - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
MONSANTO COMPANY 2008 5 7/8% 15/04/38 S - CMPB (~U$) - COMPOSITE PR BID,MONSANTO COMPANY BID
MONSANTO COMPANY 2008 5 7/8% 15/04/38 S - CMPA (~U$) - COMPOSITE PR ASK,MONSANTO COMPANY ASK
WALMART INCO. 2008 6.2% 15/04/38 S - CMPB (~U$) - COMPOSITE PR BID,WALMART INCO. BID
WALMART INCO. 2008 6.2% 15/04/38 S - CMPA (~U$) - COMPOSITE PR ASK,WALMART INCO. ASK
XTO ENERGY INCO. 2008 6 3/8% 15/06/38 S - CMPB (~U$) - COMPOSITE PR BID,XTO ENERGY INCO. BID
XTO ENERGY INCO. 2008 6 3/8% 15/06/38 S - CMPA (~U$) - COMPOSITE PR ASK,XTO ENERGY INCO. ASK
BRISTOL-MR.SQUIBB 2008 6 1/8% 01/05/38 S - CMPB (~U$) - COMPOSITE PR BID,BRISTOL-MR.SQUIBB BID
BRISTOL-MR.SQUIBB 2008 6 1/8% 01/05/38 S - CMPA (~U$) - COMPOSITE PR ASK,BRISTOL-MR.SQUIBB ASK
COMCAST CORPORATION 2008 6.4% 15/05/38 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CORPORATION 2008 6.4% 15/05/38 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
CONOCOPHILLIPS 2008 5.9% 15/05/38 S - CMPB (~U$) - COMPOSITE PR BID,CONOCOPHILLIPS BID
CONOCOPHILLIPS 2008 5.9% 15/05/38 S - CMPA (~U$) - COMPOSITE PR ASK,CONOCOPHILLIPS ASK
AT&T INCORPORATED 2008 6.4% 15/05/38 S - CMPB (~U$) - COMPOSITE PR BID,AT&T BID
AT&T INCORPORATED 2008 6.4% 15/05/38 S - CMPA (~U$) - COMPOSITE PR ASK,AT&T ASK
ALABAMA POWER CO 2008 6 1/8% 15/05/38 2008A - CMPB (~U$) - COMPOSITE PR BID,ALABAMA POWER CO BID
ALABAMA POWER CO 2008 6 1/8% 15/05/38 2008A - CMPA (~U$) - COMPOSITE PR ASK,ALABAMA POWER CO ASK
PHI.MOS.INTL.INCO. 2008 6 3/8% 16/05/38 S - CMPB (~U$) - COMPOSITE PR BID,PHI.MOS.INTL.INCO. BID
PHI.MOS.INTL.INCO. 2008 6 3/8% 16/05/38 S - CMPA (~U$) - COMPOSITE PR ASK,PHI.MOS.INTL.INCO. ASK
RAYTHEON TECHS. 2008 6 1/8% 15/07/38 S - CMPB (~U$) - COMPOSITE PR BID,RAYTHEON TECHS. BID
RAYTHEON TECHS. 2008 6 1/8% 15/07/38 S - CMPA (~U$) - COMPOSITE PR ASK,RAYTHEON TECHS. ASK
MONDELEZ INTL INCO 2008 6 7/8% 26/01/39 S - CMPB (~U$) - COMPOSITE PR BID,MONDELEZ INTL INCO BID
MONDELEZ INTL INCO 2008 6 7/8% 26/01/39 S - CMPA (~U$) - COMPOSITE PR ASK,MONDELEZ INTL INCO ASK
AMGEN INCORPORATED 2008 6.9% 01/06/38 S - CMPB (~U$) - COMPOSITE PR BID,AMGEN INCORPORATED BID
